ticker,tier,bucket,listing,year,status,source,first_bar,n_bars
PHVS,T1,headline,2021-02-05,2021,ok,yfinance,2021-02-05,1362
XBIT,T1,headline,2015-04-15,2015,ok,yfinance,2015-04-15,2826
CBLL,T1,headline,2024-10-11,2024,ok,yfinance,2024-10-11,436
LZMH,T1,headline,2025-02-27,2025,ok,yfinance,2025-02-27,343
LX,T1,headline,2017-12-21,2017,ok,yfinance,2017-12-21,2147
APTI,T1,headline,2016-09-23,2016,ok,yfinance,2016-09-23,583
MTLS,T1,headline,2014-06-25,2014,ok,yfinance,2014-06-25,3028
ZNTL,T1,headline,2020-04-03,2020,ok,yfinance,2020-04-03,1574
JRVR,T1,headline,2014-12-12,2014,ok,yfinance,2014-12-12,2909
TXO,T1,headline,2023-01-27,2023,ok,yfinance,2023-01-27,865
VIOT,T1,headline,2018-09-25,2018,ok,yfinance,2018-09-25,1957
YRD,T1,headline,2015-12-18,2015,ok,yfinance,2015-12-18,2653
SXCP,T1,headline,2013-01-17,2013,missing_both_sources,,,0
ROAD,T1,headline,2018-05-04,2018,ok,yfinance,2018-05-04,2056
TRDA,T1,headline,2021-10-29,2021,ok,yfinance,2021-10-29,1177
CMPS,T1,headline,2020-09-18,2020,ok,yfinance,2020-09-18,1458
SSTK,T1,headline,2012-10-10,2012,ok,yfinance,2012-10-11,3454
ANNX,T1,headline,2020-07-24,2020,ok,yfinance,2020-07-24,1497
JGW,T1,headline,2013-11-08,2013,missing_both_sources,,,0
TNYA,T1,headline,2021-07-30,2021,ok,yfinance,2021-07-30,1241
SDT,T1,headline,2011-04-06,2011,missing_both_sources,,,0
MMYT,T1,headline,2010-08-11,2010,ok,yfinance,2010-08-12,4001
EH,T1,headline,2019-12-12,2019,ok,yfinance,2019-12-13,1650
LOB,T1,headline,2015-07-23,2015,ok,yfinance,2015-07-23,2757
EDIT,T1,headline,2016-02-03,2016,ok,yfinance,2016-02-03,2623
RGNX,T1,headline,2015-09-17,2015,ok,yfinance,2015-09-17,2718
PAHC,T1,headline,2014-04-11,2014,ok,yfinance,2014-04-11,3079
GKOS,T1,headline,2015-06-25,2015,ok,yfinance,2015-06-25,2776
AVBP,T1,headline,2024-01-26,2024,ok,yfinance,2024-01-26,615
GRO,T1,headline,2024-11-27,2024,ok,yfinance,2024-11-27,403
GPCR,T1,headline,2023-02-03,2023,ok,yfinance,2023-02-03,860
FHTX,T1,headline,2020-10-23,2020,ok,yfinance,2020-10-23,1433
JILL,T1,headline,2017-03-09,2017,ok,yfinance,2017-03-09,2347
MITT,T1,headline,2011-06-29,2011,ok,yfinance,2011-06-30,3778
FNKO,T1,headline,2017-11-02,2017,ok,yfinance,2017-11-02,2181
STOK,T1,headline,2019-06-19,2019,ok,yfinance,2019-06-19,1774
IMPV,T1,headline,2011-11-08,2011,ok,yfinance,2011-11-09,1803
AFYA,T1,headline,2019-07-19,2019,ok,yfinance,2019-07-19,1753
SKWD,T1,headline,2023-01-12,2023,ok,yfinance,2023-01-13,874
LOCO,T1,headline,2014-07-24,2014,ok,yfinance,2014-07-25,3007
KVSC,T1,headline,2021-03-24,2021,missing_both_sources,,,0
MGX,T1,headline,2024-02-09,2024,ok,yfinance,2024-02-09,605
WK,T1,headline,2014-12-12,2014,ok,yfinance,2014-12-12,2909
FOGO,T1,headline,2015-06-19,2015,ok,yfinance,2015-06-19,710
XPOF,T1,headline,2021-07-23,2021,ok,yfinance,2021-07-23,1246
NKTX,T1,headline,2020-07-10,2020,ok,yfinance,2020-07-10,1507
CRSP,T1,headline,2016-10-19,2016,ok,yfinance,2016-10-19,2443
SLDB,T1,headline,2018-01-26,2018,ok,yfinance,2018-01-26,2124
BY,T1,headline,2017-06-30,2017,ok,yfinance,2017-06-30,2268
FDMT,T1,headline,2020-12-11,2020,ok,yfinance,2020-12-11,1399
LXFT,T1,headline,2013-06-25,2013,missing_both_sources,,,0
EPAM,T1,headline,2012-02-07,2012,ok,yfinance,2012-02-08,3625
AVXS,T1,headline,2016-02-11,2016,ok,yfinance,2016-02-11,569
VRNS,T1,headline,2014-02-28,2014,ok,yfinance,2014-02-28,3109
GNBC,T1,headline,2014-08-08,2014,ok,yfinance,2014-08-08,1113
FOXF,T1,headline,2013-08-07,2013,ok,yfinance,2013-08-08,3249
LASR,T1,headline,2018-04-26,2018,ok,yfinance,2018-04-26,2062
WING,T1,headline,2015-06-12,2015,ok,yfinance,2015-06-12,2785
TSRO,T1,headline,2012-06-27,2012,ok,yfinance,2012-06-28,1650
QTNA,T1,headline,2016-10-28,2016,ok,yfinance,2016-10-28,650
BOW,T1,headline,2024-05-23,2024,ok,yfinance,2024-05-23,533
FWM,T1,headline,2013-04-16,2013,missing_both_sources,,,0
RRTS,T1,headline,2010-05-13,2010,ok,yfinance,2010-05-13,4064
MASS,T1,headline,2020-12-18,2020,ok,yfinance,2020-12-18,1394
MBX,T1,headline,2024-09-13,2024,ok,yfinance,2024-09-13,456
USAC,T1,headline,2013-01-14,2013,ok,yfinance,2013-01-15,3391
PLRX,T1,headline,2020-06-03,2020,ok,yfinance,2020-06-03,1533
SQBK,T1,headline,2014-03-27,2014,missing_both_sources,,,0
SKYT,T1,headline,2021-04-21,2021,ok,yfinance,2021-04-21,1311
RCAP,T1,headline,2013-06-05,2013,missing_both_sources,,,0
NDLS,T1,headline,2013-06-28,2013,ok,yfinance,2013-06-28,3277
RANI,T1,headline,2021-07-30,2021,ok,yfinance,2021-07-30,1241
MDLY,T1,headline,2014-09-24,2014,missing_both_sources,,,0
ACRE,T1,headline,2012-04-25,2012,ok,yfinance,2012-04-27,3570
METC,T1,headline,2017-02-03,2017,ok,yfinance,2017-02-03,2370
DOMO,T1,headline,2018-06-29,2018,ok,yfinance,2018-06-29,2017
CDXS,T1,headline,2010-04-22,2010,ok,yfinance,2010-04-22,4079
KPTI,T1,headline,2013-11-06,2013,ok,yfinance,2013-11-06,3186
KSCP,T1,headline,2022-01-27,2022,ok,yfinance,2022-01-27,1116
TEP,T1,headline,2013-05-13,2013,ok,yfinance,2013-05-14,1294
SVCO,T1,headline,2024-05-09,2024,ok,yfinance,2024-05-09,543
GMLP,T1,headline,2011-04-06,2011,missing_both_sources,,,0
RNO,T1,headline,2010-09-29,2010,missing_both_sources,,,0
MX,T1,headline,2011-03-10,2011,ok,yfinance,2011-03-11,3855
LUCD,T1,headline,2021-10-14,2021,ok,yfinance,2021-10-14,1188
ARVN,T1,headline,2018-09-27,2018,ok,yfinance,2018-09-27,1955
PYXS,T1,headline,2021-10-08,2021,ok,yfinance,2021-10-08,1192
ZENV,T1,headline,2021-07-22,2021,missing_both_sources,,,0
AGCB,T1,headline,2021-01-07,2021,missing_both_sources,,,0
EVLO,T1,headline,2018-05-09,2018,ok,yfinance,2018-05-09,2053
SOI,T1,headline,2017-05-12,2017,missing_both_sources,,,0
CEPF,T1,headline,2025-08-21,2025,ok,yfinance,2025-08-21,222
PSNL,T1,headline,2019-06-20,2019,ok,yfinance,2019-06-20,1773
ACLX,T1,headline,2022-02-04,2022,late_start_gap,yfinance,2026-04-28,2
FRPT,T1,headline,2014-11-07,2014,ok,yfinance,2014-11-07,2933
BZUN,T1,headline,2015-05-21,2015,ok,yfinance,2015-05-20,2801
DGNU,T1,headline,2021-03-23,2021,missing_both_sources,,,0
KREF,T1,headline,2017-05-05,2017,ok,yfinance,2017-05-05,2307
CCS,T1,headline,2014-06-18,2014,ok,yfinance,2014-06-18,3033
VTVT,T1,headline,2015-07-30,2015,ok,yfinance,2015-07-30,2752
AOMR,T1,headline,2021-06-17,2021,ok,yfinance,2021-06-17,1271
GCT,T1,headline,2022-08-17,2022,ok,yfinance,2022-08-18,976
SERA,T1,headline,2021-07-15,2021,ok,yfinance,2021-07-15,1252
CHRS,T1,headline,2014-11-06,2014,ok,yfinance,2014-11-06,2934
ARMO,T1,headline,2018-01-26,2018,ok,yfinance,2018-01-26,103
BRBR,T1,headline,2019-10-17,2019,ok,yfinance,2019-10-18,1689
ICG,T1,headline,2023-03-16,2023,ok,yfinance,2023-03-16,832
PHAT,T1,headline,2019-10-25,2019,ok,yfinance,2019-10-25,1684
HASI,T1,headline,2013-04-17,2013,ok,yfinance,2013-04-18,3327
GPP,T1,headline,2015-06-26,2015,missing_both_sources,,,0
BDSX,T1,headline,2020-10-28,2020,ok,yfinance,2020-10-28,1430
BMEA,T1,headline,2021-04-16,2021,ok,yfinance,2021-04-16,1314
EVA,T1,headline,2015-04-29,2015,missing_both_sources,,,0
MGNX,T1,headline,2013-10-10,2013,ok,yfinance,2013-10-10,3205
QTWO,T1,headline,2014-03-20,2014,ok,yfinance,2014-03-20,3095
PV'U,T1,headline,2021-01-22,2021,missing_both_sources,,,0
BLZE,T1,headline,2021-11-11,2021,ok,yfinance,2021-11-11,1168
REPL,T1,headline,2018-07-20,2018,ok,yfinance,2018-07-20,2003
OMP,T1,headline,2017-09-21,2017,missing_both_sources,,,0
EDG,T1,headline,2012-04-27,2012,missing_both_sources,,,0
HCLP,T1,headline,2012-08-15,2012,missing_both_sources,,,0
ORIC,T1,headline,2020-04-24,2020,ok,yfinance,2020-04-24,1560
APM,T1,headline,2018-12-18,2018,ok,yfinance,2018-12-18,1899
FBK,T1,headline,2016-09-16,2016,ok,yfinance,2016-09-16,2466
BCEL,T1,headline,2019-06-20,2019,missing_both_sources,,,0
HABT,T1,headline,2014-11-20,2014,missing_both_sources,,,0
RYTM,T1,headline,2017-10-05,2017,ok,yfinance,2017-10-09,2199
ASND,T1,headline,2015-01-28,2015,ok,yfinance,2015-01-28,2879
INMD,T1,headline,2019-08-08,2019,ok,yfinance,2019-08-08,1739
SUSP,T1,headline,2012-09-19,2012,missing_both_sources,,,0
DVOX,T1,headline,2010-04-22,2010,missing_both_sources,,,0
EVER,T1,headline,2018-06-28,2018,ok,yfinance,2018-06-28,2018
MBIN,T1,headline,2017-10-27,2017,ok,yfinance,2017-10-27,2185
MC,T1,headline,2014-04-16,2014,ok,yfinance,2014-04-16,3076
BYSI,T1,headline,2017-03-09,2017,ok,yfinance,2017-03-09,2347
PTCT,T1,headline,2013-06-19,2013,ok,yfinance,2013-06-20,3283
TLYS,T1,headline,2012-05-03,2012,ok,yfinance,2012-05-04,3565
AFIB,T1,headline,2020-08-06,2020,ok,yfinance,2020-08-06,1488
MMI,T1,headline,2013-10-31,2013,ok,yfinance,2013-10-31,3190
CDRE,T1,headline,2021-11-04,2021,ok,yfinance,2021-11-04,1173
KLDO,T1,headline,2019-02-28,2019,ok,yfinance,2019-02-28,1851
TKNO,T1,headline,2021-06-25,2021,ok,yfinance,2021-06-25,1265
AKBA,T1,headline,2014-03-20,2014,ok,yfinance,2014-03-20,3095
CTMX,T1,headline,2015-10-08,2015,ok,yfinance,2015-10-08,2703
HOWL,T1,headline,2021-04-30,2021,ok,yfinance,2021-04-30,1304
HBT,T1,headline,2019-10-11,2019,ok,yfinance,2019-10-11,1694
RXST,T1,headline,2021-07-30,2021,ok,yfinance,2021-07-30,1241
AIP,T1,headline,2021-10-27,2021,ok,yfinance,2021-10-27,1179
DM,T1,headline,2014-10-15,2014,missing_both_sources,,,0
MXL,T1,headline,2010-03-23,2010,ok,yfinance,2010-03-24,4099
LMNS,T1,headline,2014-02-27,2014,missing_both_sources,,,0
GLOP,T1,headline,2014-05-07,2014,missing_both_sources,,,0
SODA,T1,headline,2010-11-02,2010,ok,yfinance,2010-11-03,2044
ENPCU,T1,headline,2020-09-16,2020,missing_both_sources,,,0
AZI,T1,headline,2024-08-28,2024,ok,yfinance,2024-08-28,467
TWST,T1,headline,2018-10-31,2018,ok,yfinance,2018-10-31,1931
BOOT,T1,headline,2014-10-30,2014,ok,yfinance,2014-10-30,2939
ANRO,T1,headline,2024-02-02,2024,ok,yfinance,2024-02-02,610
MGTX,T1,headline,2018-06-08,2018,ok,yfinance,2018-06-08,2032
NPCE,T1,headline,2021-04-22,2021,ok,yfinance,2021-04-22,1310
NEP,T1,headline,2014-06-27,2014,missing_both_sources,,,0
EQM,T1,headline,2012-06-26,2012,missing_both_sources,,,0
OPRT,T1,headline,2019-09-26,2019,ok,yfinance,2019-09-26,1705
AEXA,T1,headline,2025-09-26,2025,ok,yfinance,2025-09-26,197
CTNM,T1,headline,2024-04-05,2024,ok,yfinance,2024-04-05,567
PRLB,T1,headline,2012-02-23,2012,ok,yfinance,2012-02-24,3614
AURA,T1,headline,2021-10-29,2021,ok,yfinance,2021-10-29,1177
IRT,T1,headline,2013-08-13,2013,ok,yfinance,2013-08-13,3246
AOSL,T1,headline,2010-04-29,2010,ok,yfinance,2010-04-29,4074
KEYW,T1,headline,2010-09-30,2010,ok,yfinance,2010-10-01,2168
SPWH,T1,headline,2014-04-17,2014,ok,yfinance,2014-04-17,3075
TNDM,T1,headline,2013-11-14,2013,ok,yfinance,2013-11-14,3180
YTPG,T1,headline,2021-04-14,2021,missing_both_sources,,,0
QLYS,T1,headline,2012-09-27,2012,ok,yfinance,2012-09-28,3463
CRNX,T1,headline,2018-07-18,2018,ok,yfinance,2018-07-18,2005
DAO,T1,headline,2019-10-25,2019,ok,yfinance,2019-10-25,1684
CSTE,T1,headline,2012-03-21,2012,ok,yfinance,2012-03-22,3595
MEMP,T1,headline,2011-12-08,2011,missing_both_sources,,,0
TERN,T1,headline,2021-02-05,2021,late_start_gap,yfinance,2026-05-05,3
GENK,T1,headline,2023-06-28,2023,ok,yfinance,2023-06-28,761
OXF,T1,headline,2010-07-13,2010,missing_both_sources,,,0
VRCA,T1,headline,2018-06-15,2018,ok,yfinance,2018-06-15,2027
OCIR,T1,headline,2013-09-13,2013,missing_both_sources,,,0
PAL,T1,headline,2024-05-09,2024,ok,yfinance,2024-05-09,543
IRTC,T1,headline,2016-10-20,2016,ok,yfinance,2016-10-20,2442
VENU,T1,headline,2024-11-27,2024,ok,yfinance,2024-11-27,403
VYGR,T1,headline,2015-11-11,2015,ok,yfinance,2015-11-11,2679
FULC,T1,headline,2019-07-18,2019,ok,yfinance,2019-07-18,1754
THR,T1,headline,2011-05-04,2011,late_start_gap,yfinance,2026-05-29,1
CCIH,T1,headline,2010-09-30,2010,ok,yfinance,2010-10-01,2604
MEKA,T1,headline,2021-09-29,2021,missing_both_sources,,,0
VSTM,T1,headline,2012-01-26,2012,ok,yfinance,2012-01-27,3633
OVID,T1,headline,2017-05-05,2017,ok,yfinance,2017-05-05,2307
WHZ,T1,headline,2012-03-22,2012,missing_both_sources,,,0
AQST,T1,headline,2018-07-25,2018,ok,yfinance,2018-07-25,2000
KOD,T1,headline,2018-10-04,2018,ok,yfinance,2018-10-04,1950
IMRX,T1,headline,2021-07-30,2021,ok,yfinance,2021-07-30,1241
PCPCU,T1,headline,2020-12-10,2020,missing_both_sources,,,0
PBFX,T1,headline,2014-05-09,2014,missing_both_sources,,,0
JPEP,T1,headline,2014-10-02,2014,missing_both_sources,,,0
KALA,T1,headline,2017-07-20,2017,ok,yfinance,2017-07-20,2255
SRLP,T1,headline,2013-10-25,2013,missing_both_sources,,,0
DEA,T1,headline,2015-02-05,2015,ok,yfinance,2015-02-06,2872
RBB,T1,headline,2017-07-26,2017,ok,yfinance,2017-07-26,2251
IOBT,T1,headline,2021-11-05,2021,missing_both_sources,,,0
SVFC,T1,headline,2021-03-09,2021,missing_both_sources,,,0
FN,T1,headline,2010-06-24,2010,ok,yfinance,2010-06-25,4034
APPF,T1,headline,2015-06-26,2015,ok,yfinance,2015-06-26,2775
NBLX,T1,headline,2016-09-15,2016,missing_both_sources,,,0
MIST,T1,headline,2019-05-09,2019,ok,yfinance,2019-05-09,1802
VOC,T1,headline,2011-05-05,2011,ok,yfinance,2011-05-06,3816
BOLD,T1,headline,2024-03-28,2024,ok,yfinance,2024-03-28,572
QURE,T1,headline,2014-02-05,2014,ok,yfinance,2014-02-05,3125
IFRX,T1,headline,2017-11-08,2017,ok,yfinance,2017-11-07,2178
CHEF,T1,headline,2011-07-27,2011,ok,yfinance,2011-07-28,3759
BWB,T1,headline,2018-03-14,2018,ok,yfinance,2018-03-14,2092
TCRX,T1,headline,2021-07-16,2021,ok,yfinance,2021-07-16,1251
BAND,T1,headline,2017-11-10,2017,ok,yfinance,2017-11-09,2176
ECT,T1,headline,2010-07-01,2010,missing_both_sources,,,0
ESTA,T1,headline,2018-07-19,2018,ok,yfinance,2018-07-19,2004
CVRX,T1,headline,2021-06-30,2021,ok,yfinance,2021-06-30,1262
GSHD,T1,headline,2018-04-27,2018,ok,yfinance,2018-04-27,2061
NEFF,T1,headline,2014-11-21,2014,missing_both_sources,,,0
SRRK,T1,headline,2018-05-24,2018,ok,yfinance,2018-05-25,2041
DLTH,T1,headline,2015-11-20,2015,ok,yfinance,2015-11-20,2672
JKS,T1,headline,2010-05-13,2010,ok,yfinance,2010-05-14,4063
PLMR,T1,headline,2019-04-17,2019,ok,yfinance,2019-04-17,1817
MIRM,T1,headline,2019-07-18,2019,ok,yfinance,2019-07-18,1754
WVE,T1,headline,2015-11-11,2015,ok,yfinance,2015-11-11,2679
SGMT,T1,headline,2023-07-14,2023,ok,yfinance,2023-07-14,750
STRO,T1,headline,2018-09-26,2018,ok,yfinance,2018-09-27,1955
IBP,T1,headline,2014-02-13,2014,ok,yfinance,2014-02-13,3119
GLOB,T1,headline,2014-07-18,2014,ok,yfinance,2014-07-18,3012
MSGM,T1,headline,2021-01-13,2021,ok,yfinance,2021-01-13,1378
MSBI,T1,headline,2016-05-24,2016,ok,yfinance,2016-05-24,2546
KNSL,T1,headline,2016-07-28,2016,ok,yfinance,2016-07-28,2501
GEVO,T1,headline,2011-02-08,2011,ok,yfinance,2011-02-09,3876
NGVC,T1,headline,2012-07-24,2012,ok,yfinance,2012-07-25,3509
MEC,T1,headline,2019-05-09,2019,ok,yfinance,2019-05-09,1802
FSBC,T1,headline,2021-05-05,2021,ok,yfinance,2021-05-04,1302
IBEX,T1,headline,2020-08-07,2020,ok,yfinance,2020-08-07,1487
INSP,T1,headline,2018-05-03,2018,ok,yfinance,2018-05-03,2057
PETQ,T1,headline,2017-07-21,2017,missing_both_sources,,,0
TMDX,T1,headline,2019-05-02,2019,ok,yfinance,2019-05-02,1807
HRTG,T1,headline,2014-05-23,2014,ok,yfinance,2014-05-23,3050
WPT,T1,headline,2013-08-08,2013,missing_both_sources,,,0
IIIV,T1,headline,2018-06-21,2018,ok,yfinance,2018-06-21,2023
RRMS,T1,headline,2011-12-08,2011,missing_both_sources,,,0
ORC,T1,headline,2013-02-14,2013,ok,yfinance,2013-02-14,3370
RRBI,T1,headline,2019-05-03,2019,ok,yfinance,2019-05-03,1806
BTNB,T1,headline,2021-01-26,2021,missing_both_sources,,,0
ZYME,T1,headline,2017-04-28,2017,ok,yfinance,2017-04-28,2312
PRSS,T1,headline,2012-03-28,2012,ok,yfinance,2012-03-29,1672
RR,T1,headline,2023-11-17,2023,ok,yfinance,2023-11-17,661
TCBX,T1,headline,2021-11-09,2021,ok,yfinance,2021-11-09,1170
TLLP,T1,headline,2011-04-19,2011,missing_both_sources,,,0
ENTL,T1,headline,2015-01-29,2015,late_start_gap,yfinance,2026-06-23,13
MCEP,T1,headline,2011-12-14,2011,missing_both_sources,,,0
VCYT,T1,headline,2013-10-30,2013,ok,yfinance,2013-10-30,3191
CTT,T1,headline,2013-12-12,2013,missing_both_sources,,,0
GAUZ,T1,headline,2024-06-06,2024,ok,yfinance,2024-06-06,524
CTW,T1,headline,2025-08-06,2025,ok,yfinance,2025-08-06,233
TARS,T1,headline,2020-10-16,2020,ok,yfinance,2020-10-16,1438
ARDX,T1,headline,2014-06-19,2014,ok,yfinance,2014-06-19,3032
KRT,T1,headline,2021-04-15,2021,ok,yfinance,2021-04-15,1315
SPFI,T1,headline,2019-05-09,2019,ok,yfinance,2019-05-09,1802
ASC,T1,headline,2013-07-31,2013,ok,yfinance,2013-08-01,3254
RGF,T1,headline,2021-11-05,2021,missing_both_sources,,,0
CMBM,T1,headline,2019-06-26,2019,missing_both_sources,,,0
DGNS,T1,headline,2020-11-17,2020,missing_both_sources,,,0
KROS,T1,headline,2020-04-08,2020,ok,yfinance,2020-04-08,1571
CRVS,T1,headline,2016-03-23,2016,ok,yfinance,2016-03-23,2589
CAEP,T1,headline,2025-06-26,2025,missing_both_sources,,,0
FVR,T1,headline,2024-10-02,2024,ok,yfinance,2024-10-02,443
JFIN,T1,headline,2019-05-10,2019,ok,yfinance,2019-05-10,1801
PRQR,T1,headline,2014-09-18,2014,ok,yfinance,2014-09-18,2969
ANAB,T1,headline,2017-01-26,2017,ok,yfinance,2017-01-26,2376
APRE,T1,headline,2019-10-03,2019,ok,yfinance,2019-10-03,1700
INGN,T1,headline,2014-02-14,2014,ok,yfinance,2014-02-14,3118
HOOK,T1,headline,2019-04-18,2019,late_start_gap,yfinance,2026-06-02,27
